988	MIDI CC 1|86
989	MIDI CC 1|87
990	MIDI CC 1|88
991	MIDI CC 1|89
992	MIDI CC 1|90
993	MIDI CC 1|91
994	MIDI CC 1|92
995	MIDI CC 1|93
996	MIDI CC 1|94
997	MIDI CC 1|95
998	MIDI CC 1|96
999	MIDI CC 1|97
1000	MIDI CC 1|98
1001	MIDI CC 1|99
1002	MIDI CC 1|100
1003	MIDI CC 1|101
1004	MIDI CC 1|102
1005	MIDI CC 1|103
1006	MIDI CC 1|104
1007	MIDI CC 1|105
1008	MIDI CC 1|106
1009	MIDI CC 1|107
1010	MIDI CC 1|108
1011	MIDI CC 1|109
1012	MIDI CC 1|110
1013	MIDI CC 1|111
1014	MIDI CC 1|112
1015	MIDI CC 1|113
1016	MIDI CC 1|114
1017	MIDI CC 1|115
1018	MIDI CC 1|116
1019	MIDI CC 1|117
1020	MIDI CC 1|118
1021	MIDI CC 1|119
1022	MIDI CC 1|120
1023	MIDI CC 1|121
1024	MIDI CC 1|122
1025	MIDI CC 1|123
1026	MIDI CC 1|124
1027	MIDI CC 1|125
1028	MIDI CC 1|126
1029	MIDI CC 1|127
1030	MIDI CC 1|128
1031	MIDI CC 1|129
1032	MIDI CC 2|0
1033	MIDI CC 2|1
1034	MIDI CC 2|2
1035	MIDI CC 2|3
1036	MIDI CC 2|4
1037	MIDI CC 2|5
1038	MIDI CC 2|6
1039	MIDI CC 2|7
1040	MIDI CC 2|8
1041	MIDI CC 2|9
1042	MIDI CC 2|10
1043	MIDI CC 2|11
1044	MIDI CC 2|12
1045	MIDI CC 2|13
1046	MIDI CC 2|14
